Date,Open,High,Low,Close,Adj Close,Volume
2018-01-10,91.970001,91.970001,91.959999,91.959999,91.959999,55
2018-01-11,91.959999,91.959999,91.959999,91.959999,91.959999,0
2018-01-12,91.879997,92.070000,91.779999,92.070000,92.070000,1208
2018-01-15,91.800003,91.980003,91.800003,91.800003,91.800003,3230
2018-01-16,92.370003,92.370003,92.080002,92.080002,92.080002,104
2018-01-17,91.750000,92.120003,91.750000,92.120003,92.120003,70
2018-01-18,92.120003,92.120003,92.120003,92.120003,92.120003,0
2018-01-19,92.449997,92.820000,92.410004,92.690002,92.690002,649
2018-01-22,92.680000,93.040001,92.680000,93.040001,93.040001,91
2018-01-23,93.099998,93.190002,93.099998,93.190002,93.190002,302
2018-01-24,93.190002,93.190002,93.190002,93.190002,93.190002,0
2018-01-25,92.169998,92.269997,92.169998,92.269997,92.269997,125
2018-01-26,92.709999,92.760002,92.680000,92.680000,92.680000,142
2018-01-29,92.750000,92.769997,92.449997,92.449997,92.449997,2757
2018-01-30,91.930000,92.110001,91.599998,91.599998,91.599998,536
2018-01-31,91.879997,91.879997,91.519997,91.519997,91.519997,75
2018-02-01,92.120003,92.120003,91.379997,91.379997,91.379997,55
2018-02-02,91.099998,91.099998,90.050003,90.059998,90.059998,643
2018-02-05,88.970001,88.970001,88.470001,88.470001,88.470001,358
2018-02-06,86.849998,86.889999,86.709999,86.730003,86.730003,576
2018-02-07,87.910004,88.449997,87.910004,88.449997,88.449997,1500
2018-02-08,88.190002,88.190002,86.949997,86.949997,86.949997,509
2018-02-09,86.690002,86.690002,85.669998,85.989998,85.989998,606
2018-02-12,86.910004,86.910004,86.760002,86.760002,86.760002,205
2018-02-13,86.760002,86.760002,86.190002,86.190002,86.190002,211
2018-02-14,86.930000,87.180000,86.930000,87.180000,87.180000,17
2018-02-15,87.870003,88.199997,87.870003,87.919998,87.919998,1165
2018-02-16,88.739998,88.889999,88.739998,88.889999,88.889999,610
2018-02-19,89.169998,89.169998,88.389999,88.389999,88.389999,1006
2018-02-20,88.389999,88.389999,88.389999,88.389999,88.389999,0
2018-02-21,88.720001,89.169998,88.339996,89.169998,89.169998,1066
2018-02-22,88.709999,89.000000,88.709999,89.000000,89.000000,316
2018-02-23,89.000000,89.000000,89.000000,89.000000,89.000000,0
2018-02-26,89.000000,89.000000,89.000000,89.000000,89.000000,0
2018-02-27,89.000000,89.000000,89.000000,89.000000,89.000000,0
2018-02-28,89.129997,89.129997,88.959999,88.959999,88.959999,122
2018-03-01,88.639999,88.639999,87.720001,87.720001,87.720001,60
2018-03-02,87.720001,87.720001,87.720001,87.720001,87.720001,0
